:START_ID,:TYPE,REL_TYPE,:END_ID,CORP_CHCD_ID,START_MONTH,START_YEAR,END_YEAR,startend,NOTE,SOURCE,duplicates_strict,duplicates
EDCPT_8938,PRESENT_AT,Worked at,EDCT_128,,,1916,1920,1916-1920,,EDC_1920_60 ; EDC_1917_41; EDC_1918_53; EDC_1916_46,FALSE,FALSE
EDCPT_9950,PRESENT_AT,Worked at,EDCT_128,,,1917,1920,1917-1920,,EDC_1920_92; EDC_1918_79; EDC_1917_60,FALSE,FALSE
EDCPT_7395,PRESENT_AT,Worked at,EDCT_129,,,1917,1920,1917-1920,,EDC_1920_14; EDC_1918_11; EDC_1917_9,FALSE,FALSE
EDCPT_7399,PRESENT_AT,Worked at,EDCT_130,,,1918,1920,1918-1920,,EDC_1920_14; EDC_1918_12,FALSE,FALSE
EDCPT_7410,PRESENT_AT,Worked at,EDCT_131,,,1917,1920,1917-1920,,EDC_1920_14; EDC_1918_12; EDC_1917_10,FALSE,FALSE
EDCPT_8571,PRESENT_AT,Worked at,EDCT_132,,,1917,1920,1917-1920,,EDC_1920_51; EDC_1917_33,FALSE,FALSE
EDCPT_9994,PRESENT_AT,Worked at,EDCT_132,,,1917,1920,1917-1920,,EDC_1920_93; EDC_1918_80; EDC_1917_60,FALSE,FALSE
EDCPT_7411,PRESENT_AT,Worked at,EDCT_133,,,1918,1920,1918-1920,,EDC_1920_14; EDC_1918_12;EDC_1914_4,FALSE,FALSE
EDCPT_7482,PRESENT_AT,Worked at,EDCT_134,,,1917,1920,1917-1920,,EDC_1920_17; EDC_1918_15; EDC_1917_12,FALSE,FALSE
EDCPT_8105,PRESENT_AT,Worked at,EDCT_134,,,1918,1920,1918-1920,,EDC_1920_36; EDC_1918_30,FALSE,FALSE
EDCPT_7416,PRESENT_AT,Worked at,EDCT_135,,,1918,1920,1918-1920,,EDC_1920_15; EDC_1918_12,FALSE,FALSE
EDCPT_10021,PRESENT_AT,Worked at,EDCT_136,,,1917,1920,1917-1920,,EDC_1920_94; EDC_1918_80; EDC_1917_61,FALSE,FALSE
EDCPT_10022,PRESENT_AT,Worked at,EDCT_136,,,1920,,1920-,,EDC_1920_94,FALSE,FALSE
EDCPT_7422,PRESENT_AT,Worked at,EDCT_137,,,1918,1920,1918-1920,,EDC_1920_15; EDC_1918_13,FALSE,FALSE
EDCPT_7436,PRESENT_AT,Worked at,EDCT_139,,,1918,1920,1918-1920,,EDC_1920_15; EDC_1918_13,FALSE,FALSE
EDCPT_9622,PRESENT_AT,Worked at,EDCT_139,,,1918,1920,1918-1920,,EDC_1920_81; EDC_1918_72,FALSE,FALSE
EDCPT_7437,PRESENT_AT,Worked at,EDCT_140,,,1917,1920,1917-1920,,EDC_1920_15; EDC_1918_13; EDC_1917_10,FALSE,FALSE
EDCPT_10018,PRESENT_AT,Worked at,EDCT_141,,,1918,1920,1918-1920,,EDC_1920_94; EDC_1918_80,FALSE,FALSE
EDCPT_7451,PRESENT_AT,Worked at,EDCT_142,,,1917,1920,1917-1920,,EDC_1920_16;EDC_1918_14; EDC_1917_11,FALSE,FALSE
EDCPT_7461,PRESENT_AT,Worked at,EDCT_142,,,1917,1920,1917-1920,,EDC_1920_16;EDC_1918_14; EDC_1917_11,FALSE,FALSE
EDCPT_7453,PRESENT_AT,Worked at,EDCT_143,,,1917,1920,1917-1920,,EDC_1920_16;EDC_1918_14; EDC_1917_11,FALSE,FALSE
EDCPT_9852,PRESENT_AT,Worked at,EDCT_143,,,1918,1920,1918-1920,,EDC_1920_88; EDC_1918_77,FALSE,FALSE
EDCPT_7463,PRESENT_AT,Worked at,EDCT_144,,,1917,1920,1917-1920,,EDC_1920_16;EDC_1918_14; EDC_1917_11,FALSE,FALSE
EDCPT_7878,PRESENT_AT,Worked at,EDCT_144,,,1917,1920,1917-1920,,EDC_1920_29; EDC_1918_23; EDC_1917_18,FALSE,FALSE
EDCPT_7979,PRESENT_AT,Worked at,EDCT_144,,,1917,1920,1917-1920,,EDC_1920_33; EDC_1918_26; EDC_1917_20,FALSE,FALSE
EDCPT_7470,PRESENT_AT,Worked at,EDCT_145,,,1918,1920,1918-1920,,EDC_1920_17;EDC_1918_14; EDC_1917_12,FALSE,FALSE
EDCPT_7471,PRESENT_AT,Worked at,EDCT_145,,,1918,1920,1918-1920,,EDC_1920_17;EDC_1918_14;EDC_1917_12,FALSE,FALSE
EDCPT_7473,PRESENT_AT,Worked at,EDCT_146,,,1917,1920,1917-1920,,EDC_1920_17;EDC_1918_14; EDC_1917_12,FALSE,FALSE
EDCPT_10078,PRESENT_AT,Worked at,EDCT_147,,,1920,,1920-,,EDC_1920_96,FALSE,FALSE
EDCPT_7633,PRESENT_AT,Worked at,EDCT_147,,,1918,1920,1918-1920,,EDC_1920_22; EDC_1918_19,FALSE,FALSE
EDCPT_7744,PRESENT_AT,Worked at,EDCT_147,,,1917,1920,1917-1920,,EDC_1920_26;EDC_1917_16,FALSE,FALSE
EDCPT_8006,PRESENT_AT,Worked at,EDCT_147,,,1918,1920,1918-1920,,EDC_1920_34; EDC_1918_27,FALSE,FALSE
EDCPT_7481,PRESENT_AT,Worked at,EDCT_148,,,1917,1920,1917-1920,,EDC_1920_17; EDC_1918_15; EDC_1917_12,FALSE,FALSE
EDCPT_12267,PRESENT_AT,Worked at,EDCT_149,,,1917,1920,1917-1920,,EDC_1920_17; EDC_1917_12,FALSE,FALSE
EDCPT_7486,PRESENT_AT,Worked at,EDCT_150,,,1918,1920,1918-1920,,EDC_1920_17; EDC_1918_15,FALSE,FALSE
EDCPT_8666,PRESENT_AT,Worked at,EDCT_151,,,1916,1920,1916-1920,,EDC_1920_53; EDC_1917_35; EDC_1916_39,FALSE,FALSE
EDCPT_10065,PRESENT_AT,Worked at,EDCT_153,,,1920,,1920-,,EDC_1920_96,FALSE,FALSE
EDCPT_7629,PRESENT_AT,Worked at,EDCT_157,,,1918,1920,1918-1920,,EDC_1920_22; EDC_1918_18,FALSE,FALSE
EDCPT_9668,PRESENT_AT,Worked at,EDCT_158,,,1917,1920,1917-1920,,EDC_1920_83; EDC_1918_73; EDC_1917_57,FALSE,FALSE
EDCPT_7523,PRESENT_AT,Worked at,EDCT_159,,,1918,1920,1918-1920,,EDC_1920_18; EDC_1918_16,FALSE,FALSE
EDCPT_7817,PRESENT_AT,Worked at,EDCT_160,,,1918,1920,1918-1920,,EDC_1920_27; EDC_1918_22,FALSE,FALSE
EDCPT_7518,PRESENT_AT,Worked at,EDCT_161,,,1918,1920,1918-1920,,EDC_1920_18; EDC_1918_15,FALSE,FALSE
EDCPT_7672,PRESENT_AT,Worked at,EDCT_161,,,1917,1920,1917-1920,,EDC_1920_23; EDC_1918_19; EDC_1917_15,FALSE,FALSE
EDCPT_7522,PRESENT_AT,Worked at,EDCT_162,,,1918,1920,1918-1920,,EDC_1920_18; EDC_1918_15,FALSE,FALSE
EDCPT_8356,PRESENT_AT,Worked at,EDCT_162,,,1917,1920,1917-1920,,EDC_1920_45; EDC_1917_27,FALSE,FALSE
EDCPT_7521,PRESENT_AT,Worked at,EDCT_163,,,1918,1920,1918-1920,,EDC_1920_19; EDC_1918_15,FALSE,FALSE
EDCPT_7694,PRESENT_AT,Worked at,EDCT_163,,,1918,1920,1918-1920,,EDC_1920_24; EDC_1918_20,FALSE,FALSE
EDCPT_10014,PRESENT_AT,Worked at,EDCT_167,,,1920,,1920-,,EDC_1920_94,FALSE,FALSE
EDCPT_7622,PRESENT_AT,Worked at,EDCT_167,,,1918,1920,1918-1920,,EDC_1920_22; EDC_1918_18,FALSE,FALSE
EDCPT_7531,PRESENT_AT,Worked at,EDCT_168,,,1917,1920,1917-1920,,EDC_1920_19; EDC_1918_15; EDC_1917_13,FALSE,FALSE
EDCPT_8779,PRESENT_AT,Worked at,EDCT_168,,,1916,1920,1916-1920,,EDC_1920_56; EDC_1918_48; EDC_1917_37; EDC_1916_42,FALSE,FALSE
EDCPT_9612,PRESENT_AT,Worked at,EDCT_168,,,1918,1920,1918-1920,,EDC_1920_81; EDC_1918_72,FALSE,FALSE
EDCPT_9307,PRESENT_AT,Worked at,EDCT_169,,,1918,1920,1918-1920,,EDC_1920_71; EDC_1918_63,FALSE,FALSE
EDCPT_8202,PRESENT_AT,Worked at,EDCT_170,,,1916,1920,1916-1920,,EDC_1920_40; EDC_1918_32; EDC_1917_24; EDC_1916_29,FALSE,FALSE
EDCPT_8522,PRESENT_AT,Worked at,EDCT_170,,,1917,1920,1917-1920,,EDC_1920_50; EDC_1917_32; EDC_1918_42,FALSE,FALSE
EDCPT_8970,PRESENT_AT,Worked at,EDCT_172,,,1918,1920,1918-1920,,EDC_1920_62; EDC_1918_54,FALSE,FALSE
EDCPT_9038,PRESENT_AT,Worked at,EDCT_172,,,1917,1920,1917-1920,,EDC_1920_63; EDC_1918_56 ; EDC_1917_43,FALSE,FALSE
EDCPT_7551,PRESENT_AT,Worked at,EDCT_173,,,1917,1920,1917-1920,,EDC_1920_19; EDC_1918_16; EDC_1917_13,FALSE,FALSE
EDCPT_9210,PRESENT_AT,Worked at,EDCT_173,,,1917,1920,1917-1920,,EDC_1920_68; EDC_1918_61 ; EDC_1917_47,FALSE,FALSE
EDCPT_9302,PRESENT_AT,Worked at,EDCT_173,,,1916,1920,1916-1920,,EDC_1920_70; EDC_1918_63; EDC_1916_53,FALSE,FALSE
EDCPT_9540,PRESENT_AT,Worked at,EDCT_173,,,1917,1920,1917-1920,,EDC_1920_78; EDC_1917_55,FALSE,FALSE
EDCPT_7553,PRESENT_AT,Worked at,EDCT_174,,,1917,1920,1917-1920,,EDC_1920_19; EDC_1918_16; EDC_1917_13,FALSE,FALSE
EDCPT_7563,PRESENT_AT,Worked at,EDCT_178,,,1918,1920,1918-1920,,EDC_1920_20; EDC_1918_16,FALSE,FALSE
EDCPT_8317,PRESENT_AT,Worked at,EDCT_179,,,1916,1920,1916-1920,,EDC_1920_44; EDC_1918_36; EDC_1917_27; EDC_1916_31,FALSE,FALSE
EDCPT_8539,PRESENT_AT,Worked at,EDCT_179,,,1917,1920,1917-1920,,EDC_1920_50; EDC_1917_32,FALSE,FALSE
EDCPT_9488,PRESENT_AT,Worked at,EDCT_179,,,1916,1920,1916-1920,,EDC_1920_76; EDC_1918_69; EDC_1917_54; EDC_1916_57,FALSE,FALSE
EDCPT_7591,PRESENT_AT,Worked at,EDCT_186,,,1917,1920,1917-1920,,EDC_1920_21; EDC_1918_17; EDC_1917_14,FALSE,FALSE
EDCPT_9730,PRESENT_AT,Worked at,EDCT_186,,,1918,1920,1918-1920,,EDC_1920_84; EDC_1918_74,FALSE,FALSE
EDCPT_7595,PRESENT_AT,Worked at,EDCT_187,,,1917,1920,1917-1920,,EDC_1920_18; EDC_1918_15; EDC_1917_14,FALSE,FALSE
EDCPT_7801,PRESENT_AT,Worked at,EDCT_187,,,1917,1920,1917-1920,,EDC_1920_27; EDC_1918_21; EDC_1917_17,FALSE,FALSE
EDCPT_7612,PRESENT_AT,Worked at,EDCT_191,,,1918,1920,1918-1920,,EDC_1920_22; EDC_1918_18,FALSE,FALSE
EDCPT_12023,PRESENT_AT,Worked at,EDCT_194,,,1918,1920,1918-1920,,EDC_1920_162; EDC_1918_143,FALSE,FALSE
EDCPT_7623,PRESENT_AT,Worked at,EDCT_194,,,1918,1920,1918-1920,,EDC_1920_22; EDC_1918_18,FALSE,FALSE
EDCPT_7624,PRESENT_AT,Worked at,EDCT_194,,,1917,1920,1917-1920,,EDC_1920_22; EDC_1918_18; EDC_1917_14;EDC_1914_5,FALSE,FALSE
EDCPT_7992,PRESENT_AT,Worked at,EDCT_195,,,1917,1920,1917-1920,,EDC_1920_34; EDC_1917_20,FALSE,FALSE
EDCPT_8583,PRESENT_AT,Worked at,EDCT_196,,,1917,1920,1917-1920,,EDC_1920_51; EDC_1917_33,FALSE,FALSE
EDCPT_9969,PRESENT_AT,Worked at,EDCT_196,,,1918,1920,1918-1920,,EDC_1920_92; EDC_1918_79,FALSE,FALSE
EDCPT_7862,PRESENT_AT,Worked at,EDCT_197,,,1918,1920,1918-1920,,EDC_1920_29; EDC_1918_23,FALSE,FALSE
EDCPT_8249,PRESENT_AT,Worked at,EDCT_198,,,1916,1920,1916-1920,,EDC_1920_42; EDC_1916_30;EDC_1914_9,FALSE,FALSE
EDCPT_7922,PRESENT_AT,Worked at,EDCT_200,,,1917,1920,1917-1920,,EDC_1920_31; EDC_1918_24; EDC_1917_18,FALSE,FALSE
EDCPT_7660,PRESENT_AT,Worked at,EDCT_201,,,1918,1920,1918-1920,,EDC_1920_23; EDC_1918_20,FALSE,FALSE
EDCPT_8081,PRESENT_AT,Worked at,EDCT_202,,,1918,1920,1918-1920,,EDC_1920_36; EDC_1918_29,FALSE,FALSE
EDCPT_7665,PRESENT_AT,Worked at,EDCT_203,,,1917,1920,1917-1920,,EDC_1920_23; EDC_1917_15,FALSE,FALSE
EDCPT_9617,PRESENT_AT,Worked at,EDCT_204,,,1916,1920,1916-1920,,EDC_1920_81; EDC_1918_72; EDC_1916_60,FALSE,FALSE
EDCPT_9717,PRESENT_AT,Worked at,EDCT_204,,,1918,1920,1918-1920,,EDC_1920_84; EDC_1918_74,FALSE,FALSE
EDCPT_7671,PRESENT_AT,Worked at,EDCT_206,,,1917,1920,1917-1920,,EDC_1920_23; EDC_1917_15,FALSE,FALSE
EDCPT_7850,PRESENT_AT,Worked at,EDCT_206,,,1918,1920,1918-1920,,EDC_1920_28; EDC_1918_22,FALSE,FALSE
EDCPT_7748,PRESENT_AT,Worked at,EDCT_209,,,1918,1920,1918-1920,,EDC_1920_26; EDC_1918_20,FALSE,FALSE
EDCPT_12270,PRESENT_AT,Worked at,EDCT_214,,,1917,1920,1917-1920,,EDC_1920_55; EDC_1917_37,FALSE,FALSE
EDCPT_8527,PRESENT_AT,Worked at,EDCT_214,,,1916,1920,1916-1920,,EDC_1916_37,FALSE,TRUE
EDCPT_7732,PRESENT_AT,Worked at,EDCT_217,,,1917,1920,1917-1920,,EDC_1920_25; EDC_1918_20; EDC_1917_16,FALSE,FALSE
EDCPT_7940,PRESENT_AT,Worked at,EDCT_219,,,1917,1920,1917-1920,,EDC_1920_31; EDC_1918_25; EDC_1917_19,FALSE,FALSE
EDCPT_7869,PRESENT_AT,Worked at,EDCT_223,,,1918,1920,1918-1920,,EDC_1920_29; EDC_1918_23,FALSE,FALSE
EDCPT_8928,PRESENT_AT,Worked at,EDCT_225,,,1917,1920,1917-1920,,EDC_1920_60 ; EDC_1917_41; EDC_1918_53,FALSE,FALSE
EDCPT_9364,PRESENT_AT,Worked at,EDCT_226,,,1918,1920,1918-1920,,EDC_1920_72; EDC_1918_65,FALSE,FALSE
EDCPT_7777,PRESENT_AT,Worked at,EDCT_227,,,1918,1920,1918-1920,,EDC_1920_26; EDC_1918_21,FALSE,FALSE
EDCPT_9338,PRESENT_AT,Worked at,EDCT_227,,,1918,1920,1918-1920,,EDC_1920_71; EDC_1918_64,FALSE,FALSE
EDCPT_9887,PRESENT_AT,Worked at,EDCT_227,,,1918,1920,1918-1920,,EDC_1920_90; EDC_1918_78,FALSE,FALSE
EDCPT_7810,PRESENT_AT,Worked at,EDCT_232,,,1917,1920,1917-1920,,EDC_1920_27; EDC_1918_22; EDC_1917_17,FALSE,FALSE
EDCPT_7851,PRESENT_AT,Worked at,EDCT_233,,,1918,1920,1918-1920,,EDC_1920_28; EDC_1918_22,FALSE,FALSE
EDCPT_7814,PRESENT_AT,Worked at,EDCT_235,,,1918,1920,1918-1920,,EDC_1920_27; EDC_1918_22,FALSE,FALSE
EDCPT_10036,PRESENT_AT,Worked at,EDCT_238,,,1920,,1920-,,EDC_1920_95,FALSE,FALSE
EDCPT_7827,PRESENT_AT,Worked at,EDCT_238,,,1918,1920,1918-1920,,EDC_1920_27; EDC_1918_22,FALSE,FALSE
EDCPT_7995,PRESENT_AT,Worked at,EDCT_238,,,1917,1920,1917-1920,,EDC_1920_33; EDC_1918_27; EDC_1917_20,FALSE,FALSE
EDCPT_8273,PRESENT_AT,Worked at,EDCT_238,,,1916,1920,1916-1920,,EDC_1920_42; EDC_1916_30;EDC_1914_10,FALSE,FALSE
EDCPT_10092,PRESENT_AT,Worked at,EDCT_240,,,1917,1920,1917-1920,,EDC_1920_97; EDC_1918_82; EDC_1917_62,FALSE,FALSE
EDCPT_7855,PRESENT_AT,Worked at,EDCT_244,,,1918,1920,1918-1920,,EDC_1920_29; EDC_1918_23,FALSE,FALSE
EDCPT_9647,PRESENT_AT,Worked at,EDCT_244,,,1918,1920,1918-1920,,EDC_1920_82; EDC_1918_73,FALSE,FALSE
EDCPT_7888,PRESENT_AT,Worked at,EDCT_247,,,1918,1920,1918-1920,,EDC_1920_30; EDC_1918_23,FALSE,FALSE
EDCPT_8876,PRESENT_AT,Worked at,EDCT_249,,,1917,1920,1917-1920,,EDC_1920_59; EDC_1917_40; EDC_1918_51,FALSE,FALSE
EDCPT_7891,PRESENT_AT,Worked at,EDCT_250,,,1915,1920,1915-1920,,EDC_1920_30,FALSE,FALSE
EDCPT_7928,PRESENT_AT,Worked at,EDCT_251,,,1917,1920,1917-1920,,EDC_1920_31; EDC_1918_25; EDC_1917_18,FALSE,FALSE
EDCPT_7898,PRESENT_AT,Worked at,EDCT_253,,,1918,1920,1918-1920,,EDC_1920_30; EDC_1918_24,FALSE,FALSE
EDCPT_8576,PRESENT_AT,Worked at,EDCT_255,,,1917,1920,1917-1920,,EDC_1920_51; EDC_1917_33,FALSE,FALSE
EDCPT_7910,PRESENT_AT,Worked at,EDCT_256,,,1917,1920,1917-1920,,EDC_1920_30; EDC_1918_23; EDC_1917_18,FALSE,FALSE
EDCPT_9232,PRESENT_AT,Worked at,EDCT_256,,,1916,1920,1916-1920,,EDC_1920_68; EDC_1918_61; EDC_1917_47; EDC_1916_51,FALSE,FALSE
EDCPT_7927,PRESENT_AT,Worked at,EDCT_258,,,1918,1920,1918-1920,,EDC_1920_31; EDC_1918_25,FALSE,FALSE
EDCPT_7931,PRESENT_AT,Worked at,EDCT_259,,,1918,1920,1918-1920,,EDC_1920_31; EDC_1918_25,FALSE,FALSE
EDCPT_7937,PRESENT_AT,Worked at,EDCT_260,,,1918,1920,1918-1920,,EDC_1920_31; EDC_1918_25,FALSE,FALSE
EDCPT_7945,PRESENT_AT,Worked at,EDCT_261,,,1918,1920,1918-1920,,EDC_1920_32; EDC_1918_25,FALSE,FALSE
EDCPT_7948,PRESENT_AT,Worked at,EDCT_262,,,1917,1920,1917-1920,,EDC_1920_32; EDC_1918_25; EDC_1917_19,FALSE,FALSE
EDCPT_8606,PRESENT_AT,Worked at,EDCT_263,,,1916,1920,1916-1920,,EDC_1920_52; EDC_1916_38,FALSE,FALSE
EDCPT_8773,PRESENT_AT,Worked at,EDCT_264,,,1918,1920,1918-1920,,EDC_1920_56; EDC_1918_48,FALSE,FALSE
EDCPT_7987,PRESENT_AT,Worked at,EDCT_265,,,1917,1920,1917-1920,,EDC_1920_33; EDC_1917_20,FALSE,FALSE
EDCPT_7987,PRESENT_AT,Worked at,EDCT_266,,,1916,1917,1916-1917,,EDC_1920_33,FALSE,FALSE
EDCPT_7991,PRESENT_AT,Worked at,EDCT_267,,,1916,1920,1916-1920,,EDC_1920_33,FALSE,FALSE
EDCPT_10009,PRESENT_AT,Worked at,EDCT_272,,,1918,1920,1918-1920,,EDC_1920_94; EDC_1918_80,FALSE,FALSE
EDCPT_8605,PRESENT_AT,Worked at,EDCT_272,,,1907,1911,1907-1911,,EDC_1920_52,FALSE,FALSE
EDCPT_9380,PRESENT_AT,Worked at,EDCT_272,,,1916,1920,1916-1920,,EDC_1920_73; EDC_1918_65; EDC_1917_51; EDC_1916_55,FALSE,FALSE
EDCPT_9930,PRESENT_AT,Worked at,EDCT_272,,,1916,1920,1916-1920,,EDC_1920_91; EDC_1918_78; EDC_1917_60; EDC_1916_66,FALSE,FALSE
EDCPT_8011,PRESENT_AT,Worked at,EDCT_275,,,1918,1920,1918-1920,,EDC_1920_34; EDC_1918_27,FALSE,FALSE
EDCPT_8020,PRESENT_AT,Worked at,EDCT_275,,,1918,1920,1918-1920,,EDC_1920_34; EDC_1918_27,FALSE,FALSE
EDCPT_8025,PRESENT_AT,Worked at,EDCT_278,,,1918,1920,1918-1920,,EDC_1920_35; EDC_1918_27,FALSE,FALSE
EDCPT_8061,PRESENT_AT,Worked at,EDCT_278,,,1916,1920,1916-1920,,EDC_1920_36; EDC_1918_28; EDC_1917_21; EDC_1916_25,FALSE,FALSE
EDCPT_9985,PRESENT_AT,Worked at,EDCT_281,,,1918,1920,1918-1920,,EDC_1920_93,FALSE,FALSE
EDCPT_8042,PRESENT_AT,Worked at,EDCT_282,,,1916,1920,1916-1920,,EDC_1920_35; EDC_1918_28; EDC_1917_21; EDC_1916_24,FALSE,FALSE
EDCPT_8058,PRESENT_AT,Worked at,EDCT_286,,,1916,1920,1916-1920,,EDC_1920_36; EDC_1917_21; EDC_1916_25,FALSE,FALSE
EDCPT_8059,PRESENT_AT,Worked at,EDCT_286,,,1916,1920,1916-1920,,EDC_1920_35; EDC_1917_21; EDC_1916_25,FALSE,FALSE
EDCPT_8069,PRESENT_AT,Worked at,EDCT_287,,,1918,1920,1918-1920,,EDC_1920_36; EDC_1918_29,FALSE,FALSE
EDCPT_8118,PRESENT_AT,Worked at,EDCT_289,,,1916,1920,1916-1920,,EDC_1920_37; EDC_1918_30; EDC_1917_23; EDC_1916_27,FALSE,FALSE
EDCPT_8120,PRESENT_AT,Worked at,EDCT_290,,,1918,1920,1918-1920,,EDC_1920_37; EDC_1918_30,FALSE,FALSE
EDCPT_9547,PRESENT_AT,Worked at,EDCT_290,,,1916,1920,1916-1920,,EDC_1920_79; EDC_1918_70;EDC_1917_55; EDC_1916_58,FALSE,FALSE
EDCPT_8135,PRESENT_AT,Worked at,EDCT_292,,,1918,1920,1918-1920,,EDC_1920_37; EDC_1918_30,FALSE,FALSE
EDCPT_8145,PRESENT_AT,Worked at,EDCT_294,,,1916,1920,1916-1920,,EDC_1920_38; EDC_1916_27,FALSE,FALSE
EDCPT_8727,PRESENT_AT,Worked at,EDCT_295,,,1917,1920,1917-1920,,EDC_1920_55; EDC_1920_47; EDC_1917_36,FALSE,FALSE
EDCPT_9337,PRESENT_AT,Worked at,EDCT_298,,,1918,1920,1918-1920,,EDC_1920_71; EDC_1918_64,FALSE,FALSE
EDCPT_8178,PRESENT_AT,Worked at,EDCT_299,,,1916,1920,1916-1920,,EDC_1920_39; EDC_1918_31; EDC_1917_24; EDC_1916_28,FALSE,FALSE
EDCPT_10004,PRESENT_AT,Worked at,EDCT_300,,,1920,,1920-,,EDC_1920_93,FALSE,FALSE
EDCPT_8179,PRESENT_AT,Worked at,EDCT_300,,,1918,1920,1918-1920,,EDC_1920_39; EDC_1918_31;EDC_1914_9,FALSE,FALSE
EDCPT_9212,PRESENT_AT,Worked at,EDCT_300,,,1917,1920,1917-1920,,EDC_1920_68; EDC_1918_61 ; EDC_1917_47,FALSE,FALSE
EDCPT_8183,PRESENT_AT,Worked at,EDCT_301,,,1916,1920,1916-1920,,EDC_1920_39; EDC_1918_31; EDC_1917_24; EDC_1916_28,FALSE,FALSE
EDCPT_8579,PRESENT_AT,Worked at,EDCT_301,,,1917,1920,1917-1920,,EDC_1920_51; EDC_1917_33,FALSE,FALSE
EDCPT_9839,PRESENT_AT,Worked at,EDCT_301,,,1918,1920,1918-1920,,EDC_1920_88; EDC_1918_76,FALSE,FALSE
EDCPT_9906,PRESENT_AT,Worked at,EDCT_301,,,1918,1920,1918-1920,,EDC_1920_90; EDC_1918_78,FALSE,FALSE
EDCPT_10067,PRESENT_AT,Worked at,EDCT_302,,,1920,,1920-,,EDC_1920_96,FALSE,FALSE
EDCPT_8187,PRESENT_AT,Worked at,EDCT_302,,,1916,1920,1916-1920,,EDC_1920_39; EDC_1918_31; EDC_1917_24; EDC_1916_28;EDC_1914_9,FALSE,FALSE
EDCPT_8217,PRESENT_AT,Worked at,EDCT_304,,,1918,1920,1918-1920,,EDC_1920_41; EDC_1918_33,FALSE,FALSE
EDCPT_8850,PRESENT_AT,Worked at,EDCT_305,,,1918,1920,1918-1920,,EDC_1920_58; EDC_1918_50,FALSE,FALSE
EDCPT_8235,PRESENT_AT,Worked at,EDCT_307,,,1916,1920,1916-1920,,EDC_1920_41; EDC_1917_25; EDC_1916_29,FALSE,FALSE
EDCPT_8849,PRESENT_AT,Worked at,EDCT_310,,,1918,1920,1918-1920,,EDC_1920_58; EDC_1918_50,FALSE,FALSE
EDCPT_9934,PRESENT_AT,Worked at,EDCT_311,,,1916,1920,1916-1920,,EDC_1920_91; EDC_1917_60; EDC_1916_66,FALSE,FALSE
EDCPT_8296,PRESENT_AT,Worked at,EDCT_312,,,1917,1920,1917-1920,,EDC_1920_43; EDC_1917_26,FALSE,FALSE
EDCPT_8299,PRESENT_AT,Worked at,EDCT_313,,,1916,1920,1916-1920,,EDC_1920_43; EDC_1917_26; EDC_1916_31,FALSE,FALSE
EDCPT_8971,PRESENT_AT,Worked at,EDCT_314,,,1918,1920,1918-1920,,EDC_1920_62; EDC_1918_54,FALSE,FALSE
EDCPT_9359,PRESENT_AT,Worked at,EDCT_314,,,1917,1920,1917-1920,,EDC_1920_72; EDC_1917_50; EDC_1918_65,FALSE,FALSE
EDCPT_9384,PRESENT_AT,Worked at,EDCT_314,,,1917,1920,1917-1920,,EDC_1920_73; EDC_1918_66; EDC_1917_51;EDC_1914_16,FALSE,FALSE
EDCPT_9662,PRESENT_AT,Worked at,EDCT_314,,,1918,1920,1918-1920,,EDC_1920_83; EDC_1918_73,FALSE,FALSE
EDCPT_9948,PRESENT_AT,Worked at,EDCT_314,,,1918,1920,1918-1920,,EDC_1920_92; EDC_1918_79,FALSE,FALSE
EDCPT_9530,PRESENT_AT,Worked at,EDCT_318,,,1917,1920,1917-1920,,EDC_1920_78; EDC_1917_55,FALSE,FALSE
EDCPT_9624,PRESENT_AT,Worked at,EDCT_318,,,1918,1920,1918-1920,,EDC_1920_81; EDC_1918_72,FALSE,FALSE
EDCPT_9018,PRESENT_AT,Worked at,EDCT_322,,,1918,1920,1918-1920,,EDC_1920_62; EDC_1918_55,FALSE,FALSE
EDCPT_10114,PRESENT_AT,Worked at,EDCT_323,,,1920,,1920-,,EDC_1920_97,FALSE,FALSE
EDCPT_8556,PRESENT_AT,Worked at,EDCT_327,,,1916,1920,1916-1920,,EDC_1916_37,FALSE,TRUE
EDCPT_9795,PRESENT_AT,Worked at,EDCT_328,,,1917,1920,1917-1920,,EDC_1920_86; EDC_1918_76; EDC_1917_58,FALSE,FALSE
EDCPT_9324,PRESENT_AT,Worked at,EDCT_329,,,1917,1920,1917-1920,,EDC_1920_71; EDC_1917_49; EDC_1918_64,FALSE,FALSE
EDCPT_9522,PRESENT_AT,Worked at,EDCT_329,,,1917,1920,1917-1920,,EDC_1920_78 ; EDC_1917_55,FALSE,FALSE
EDCPT_9369,PRESENT_AT,Worked at,EDCT_330,,,1916,1920,1916-1920,,EDC_1920_72; EDC_1918_65; EDC_1917_51; EDC_1916_54,FALSE,FALSE
EDCPT_9370,PRESENT_AT,Worked at,EDCT_330,,,1916,1920,1916-1920,,EDC_1920_72; EDC_1918_65; EDC_1917_51; EDC_1916_54,FALSE,FALSE
EDCPT_11324,PRESENT_AT,Worked at,EDCT_331,,,1916,1917,1916-1917,,EDC_1917_92; EDC_1916_100,FALSE,FALSE
EDCPT_8615,PRESENT_AT,Worked at,EDCT_331,,,1916,1920,1916-1920,,EDC_1920_52; EDC_1917_34; EDC_1916_38,FALSE,FALSE
